track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_m
low,rock,permanent wave,0.631,0.638,7,-8.958,major,0.0274,0.4,0.000516,0.216,0.812,133.739,5.09155
low,rock,permanent wave,0.82,0.528,9,-11.179,major,0.0321,0.111,0.0186,0.257,0.931,120.091,4.535116667
low,rock,permanent wave,0.481,0.392,1,-11.381,major,0.0312,0.366,0.0452,0.124,0.52,124.572,4.48445
low,rock,permanent wave,0.471,0.797,6,-8.407,minor,0.0389,0.000179,6.49E-06,0.299,0.497,152.903,3.943783333
high,rock,permanent wave,0.412,0.882,11,-5.54,minor,0.0369,5.96E-05,0.00031,0.0805,0.356,158.066,4.175783333
high,rock,permanent wave,0.533,0.783,7,-10.61,major,0.0366,0.0116,0.0565,0.186,0.726,124.874,3.915116667
high,rock,permanent wave,0.654,0.81,4,-6.26,minor,0.0288,0.00719,0.00251,0.165,0.661,114.623,3.33845
high,rock,permanent wave,0.766,0.772,0,-9.362,major,0.0353,0.403,0.0584,0.183,0.92,128.166,3.68155
high,rock,permanent wave,0.82,0.452,1,-9.796,major,0.0348,0.543,0.00294,0.0714,0.74,117.401,4.232
low,rock,permanent wave,0.704,0.636,9,-6.029,major,0.0252,0.0344,0,0.35,0.89,111.845,3.23255
low,rock,permanent wave,0.654,0.611,2,-10.45,major,0.119,0.0337,0.000178,0.405,0.786,85.387,3.916666667
high,rock,permanent wave,0.515,0.43,7,-9.935,major,0.0369,0.0102,0.000141,0.129,0.104,91.841,3.977333333
high,rock,permanent wave,0.486,0.666,9,-5.084,major,0.033,0.000563,0.789,0.101,0.741,157.992,3.662566667
low,rock,permanent wave,0.613,0.72,0,-7.957,major,0.0425,0.0132,0,0.104,0.561,117.341,4.431116667
low,rock,permanent wave,0.637,0.781,6,-8.263,major,0.031,0.194,0.000115,0.131,0.789,124.939,3.84955
low,rock,permanent wave,0.423,0.845,11,-3.509,minor,0.0559,0.143,5.07E-06,0.213,0.317,116.602,4.64955
high,rock,permanent wave,0.284,0.875,11,-6.069,minor,0.0422,0.00752,0.000461,0.402,0.595,75.009,5.681783333
high,rock,permanent wave,0.378,0.896,2,-4.066,major,0.0407,0.000452,0,0.194,0.469,174.302,4.312883333
low,rock,permanent wave,0.461,0.129,3,-14.189,major,0.0565,0.652,0,0.07,0.246,129.19,3.64555
high,rock,permanent wave,0.619,0.67,11,-10.319,minor,0.0353,0.00165,0.0109,0.331,0.777,129.267,3.532216667
low,rock,permanent wave,0.616,0.826,2,-8.965,major,0.048,0.0533,0.101,0.0272,0.964,167.751,2.658
high,rock,permanent wave,0.522,0.707,5,-7.113,minor,0.0354,0.24,2.04E-05,0.156,0.572,76.05,4.383333333
low,rock,permanent wave,0.415,0.901,2,-3.124,major,0.0428,0.00987,0.361,0.136,0.424,128.216,3.75555
high,rock,permanent wave,0.573,0.902,6,-7.638,minor,0.054,0.018,0.00125,0.0928,0.876,84.412,3.754666667
low,rock,permanent wave,0.615,0.799,9,-6.892,minor,0.0305,0.0341,0.192,0.111,0.697,114.984,4.055783333
high,rock,permanent wave,0.315,0.715,11,-8.072,minor,0.0362,0.00125,7.97E-06,0.0942,0.497,155.925,4.82555
high,rock,permanent wave,0.602,0.905,2,-4.046,major,0.0775,0.000202,0.064,0.117,0.411,128.019,5.080666667
low,rock,permanent wave,0.694,0.838,1,-6.942,major,0.0465,0.271,0.00326,0.612,0.809,109.976,4.274883333
high,rock,permanent wave,0.352,0.928,1,-3.71,major,0.0758,0.00113,0,0.0987,0.239,148.026,3.701783333
high,rock,permanent wave,0.439,0.422,8,-17.227,major,0.0409,0.0148,4.84E-05,0.0697,0.551,81.833,3.948883333
low,rock,permanent wave,0.542,0.454,2,-10.247,major,0.025,0.645,0.00279,0.15,0.267,96.881,4.528666667
high,rock,permanent wave,0.385,0.783,9,-2.533,major,0.233,0.000269,0.47,0.108,0.902,176.701,2.241116667
high,rock,permanent wave,0.776,0.763,5,-8.124,major,0.0535,0.182,0.0065,0.077,0.82,128.433,4.666666667
high,rock,permanent wave,0.541,0.459,4,-10.433,minor,0.0297,0.189,0.0274,0.099,0.803,171.165,3.116883333
high,rock,permanent wave,0.502,0.912,1,-4.556,major,0.0564,2.55E-05,0.000173,0.106,0.72,116.761,5.032
low,rock,permanent wave,0.399,0.0861,1,-14.679,major,0.037,0.948,1.39E-05,0.104,0.129,117.451,4.433766667
low,rock,permanent wave,0.582,0.33,6,-7.928,major,0.0347,0.791,1.48E-06,0.105,0.407,111.873,4.241333333
high,rock,permanent wave,0.563,0.592,9,-4.571,major,0.0276,0.209,5.08E-05,0.132,0.136,104.016,4.46555
low,rock,permanent wave,0.28,0.344,0,-12.577,major,0.0293,0.715,0.00642,0.133,0.232,171.143,4.619333333
low,rock,permanent wave,0.537,0.882,0,-2.306,major,0.0403,0.000342,9.06E-05,0.12,0.81,145.729,2.996883333
high,rock,permanent wave,0.55,0.917,0,-3.159,major,0.0638,0.00428,0,0.197,0.601,126.115,2.963783333
high,rock,permanent wave,0.71,0.799,6,-4.897,major,0.0328,0.22,0.000602,0.349,0.725,120.372,3.971116667
low,rock,permanent wave,0.33,0.167,8,-11.635,major,0.0311,0.731,3.08E-05,0.101,0.202,164.954,4.092216667
high,rock,permanent wave,0.54,0.429,2,-11.822,major,0.0285,0.000202,0.355,0.141,0.113,110.171,4.925266667
high,rock,permanent wave,0.559,0.345,4,-13.496,major,0.0459,0.0576,0.000105,0.141,0.458,84.581,4.405116667
low,rock,permanent wave,0.561,0.327,11,-10.835,minor,0.0327,0.902,0.000469,0.111,0.298,161.861,3.93845
low,rock,permanent wave,0.633,0.704,11,-7.697,major,0.0276,0.672,0.179,0.105,0.342,104.958,4.247783333
high,rock,permanent wave,0.595,0.717,0,-4.803,major,0.0295,0.0779,0.00274,0.108,0.547,88.969,3.59845
high,rock,permanent wave,0.214,0.947,4,-5.053,major,0.0507,0.000552,0.00352,0.238,0.483,170.616,3.226883333
low,rock,permanent wave,0.361,0.728,6,-8.519,major,0.0368,0.000291,0.000112,0.0701,0.155,105.768,5.3
high,rock,permanent wave,0.392,0.534,0,-8.793,major,0.0369,0.245,0.00104,0.155,0.325,181.305,4.603116667
high,rock,permanent wave,0.467,0.324,2,-10.451,major,0.0255,0.615,0.0248,0.118,0.166,94.301,5.337783333
high,rock,permanent wave,0.509,0.584,0,-4.907,major,0.057,0.0368,9.96E-05,0.384,0.685,170.411,4.645783333
high,rock,permanent wave,0.517,0.839,0,-3.521,major,0.0287,0.0014,0.000365,0.108,0.416,94.016,3.598
high,rock,permanent wave,0.439,0.434,7,-14.918,major,0.0265,0.0783,4.87E-05,0.14,0.204,94.845,4.57845
high,rock,permanent wave,0.481,0.262,7,-15.73,major,0.0414,0.735,0.0114,0.832,0.375,122.883,5.579066667
high,rock,permanent wave,0.592,0.767,9,-2.788,minor,0.027,0.0021,0.00165,0.127,0.328,96.483,5.49555
high,rock,permanent wave,0.429,0.661,11,-7.227,major,0.0281,0.00239,0.00013,0.234,0.285,173.365,4.446216667
high,rock,permanent wave,0.564,0.774,1,-9.424,major,0.0368,0.0135,0.00191,0.0861,0.657,100.894,4.624616667
high,rock,permanent wave,0.542,0.905,9,-5.653,major,0.054,0.00172,0.0104,0.136,0.374,153.398,3.389116667
high,rock,permanent wave,0.458,0.795,0,-3.265,major,0.0574,0.00316,0.000202,0.0756,0.513,123.229,4.256216667
high,rock,permanent wave,0.456,0.59,11,-8.638,major,0.0327,0.00182,0.00379,0.104,0.243,124.635,4.728883333
high,rock,permanent wave,0.307,0.635,7,-8.957,major,0.0339,0.0155,0.00486,0.366,0.305,166.978,5.107116667
high,rock,permanent wave,0.496,0.739,6,-7.193,major,0.0415,0.0211,0.00444,0.106,0.378,132.41,5.6
low,rock,permanent wave,0.541,0.572,0,-9.634,major,0.0277,0.0266,0.186,0.0925,0.406,126.302,3.930666667
high,rock,permanent wave,0.36,0.505,7,-9.129,major,0.026,0.0626,9.22E-05,0.172,0.317,74.807,4.401116667
high,rock,permanent wave,0.36,0.684,4,-6.457,minor,0.0308,0.323,0,0.34,0.2,77.15,5.710883333
low,rock,permanent wave,0.214,0.828,7,-2.66,major,0.0383,0.0142,1.61E-06,0.161,0.388,169.876,5.943333333
high,rock,permanent wave,0.452,0.524,0,-10.108,major,0.0351,0.315,0,0.103,0.246,151.505,5.206
high,rock,permanent wave,0.674,0.347,9,-17.707,major,0.0364,0.396,1.05E-05,0.0916,0.647,102.013,4.45445
high,rock,permanent wave,0.39,0.649,2,-5.163,major,0.0345,0.172,0,0.216,0.144,121.16,4.996
high,rock,permanent wave,0.327,0.938,0,-3.237,major,0.0645,0.0708,3.79E-06,0.148,0.326,162.937,4.826
high,rock,permanent wave,0.454,0.91,6,-7.766,major,0.0446,0.0852,0.0988,0.116,0.63,125.116,5.908666667
low,rock,permanent wave,0.626,0.134,6,-14.898,major,0.0298,0.467,0,0.113,0.239,91.893,5.56845
high,rock,permanent wave,0.338,0.34,9,-12.049,minor,0.0339,0.58,0.0032,0.116,0.197,82.433,8.047166667
high,rock,permanent wave,0.472,0.366,11,-12.595,minor,0.0286,0.15,0.308,0.0837,0.171,127.167,6.371616667
high,rock,permanent wave,0.358,0.48,9,-11.79,major,0.0849,0.521,0.00428,0.178,0.356,120.317,6.899116667
high,rock,permanent wave,0.418,0.383,4,-11.782,major,0.0257,0.0718,0.0177,0.0896,0.352,87.773,4.291333333
high,rock,permanent wave,0.448,0.665,9,-4.203,major,0.026,0.06,2.55E-05,0.0828,0.304,172.004,3.95245
low,rock,permanent wave,0.575,0.886,5,-5.182,major,0.034,0.0647,0.000187,0.709,0.608,96.308,4.077783333
high,rock,permanent wave,0.309,0.596,5,-5.599,major,0.0293,0.101,0,0.21,0.161,164.587,6.573333333
high,rock,permanent wave,0.532,0.887,0,-3.757,major,0.0335,0.0778,0.000214,0.294,0.795,122.511,4.154883333
low,rock,permanent wave,0.482,0.617,4,-12.931,minor,0.0458,0.00543,0.000146,0.284,0.718,125.697,4.208216667
high,rock,permanent wave,0.429,0.631,4,-11.514,minor,0.0769,7.85E-05,0.00411,0.175,0.376,162.734,2.807333333
high,rock,permanent wave,0.741,0.697,0,-7.028,major,0.0277,0.0664,2.28E-05,0.133,0.774,116.109,2.668883333
high,rock,permanent wave,0.579,0.508,2,-9.484,major,0.027,0.00574,0.000494,0.0575,0.609,147.125,6.522933333
high,rock,permanent wave,0.472,0.652,1,-10.171,minor,0.0305,0.0131,1.12E-05,0.14,0.401,140.124,5.67
low,rock,permanent wave,0.649,0.425,4,-9.811,major,0.0267,0.378,0.0013,0.108,0.651,107.383,5.0821
high,rock,permanent wave,0.331,0.55,0,-6.483,major,0.0272,0.605,3.96E-06,0.192,0.429,177.734,5.65
high,rock,permanent wave,0.414,0.428,0,-11.097,major,0.0278,0.382,0.000243,0.148,0.282,145.075,6.284883333
high,rock,permanent wave,0.525,0.216,6,-13.551,major,0.0301,0.837,0,0.107,0.328,106.761,3.090216667
low,rock,permanent wave,0.267,0.252,7,-11.687,major,0.0351,0.8,4.43E-05,0.089,0.13,37.114,3.442216667
high,rock,permanent wave,0.695,0.336,9,-12.999,major,0.0313,0.8,0.00264,0.701,0.422,79.109,4.666666667
high,rock,permanent wave,0.429,0.554,9,-6.128,minor,0.0291,0.67,0.000152,0.105,0.407,136.302,4.533333333
high,rock,permanent wave,0.694,0.394,0,-15.881,major,0.0428,0.0781,0.000677,0.247,0.719,104.126,3.979116667
high,rock,permanent wave,0.433,0.959,9,-4.04,major,0.0431,0.000917,0,0.028,0.365,172.984,4.48955
high,rock,permanent wave,0.446,0.764,10,-5.042,major,0.033,0.00135,0,0.099,0.543,172.094,3.730666667
high,rock,permanent wave,0.621,0.901,2,-5.396,major,0.0302,0.17,0,0.0875,0.744,113.967,5.012883333
low,rock,permanent wave,0.743,0.697,11,-6.079,minor,0.0276,0.000504,0.0126,0.106,0.585,103.642,3.64175
high,rock,permanent wave,0.537,0.373,6,-10.081,minor,0.0331,0.691,0.000915,0.083,0.244,83.936,4.653783333
high,rock,permanent wave,0.618,0.748,0,-8.905,major,0.358,0.0384,4.10E-06,0.0473,0.663,134.114,3.199116667
high,rock,permanent wave,0.561,0.547,11,-7.496,minor,0.0321,0.189,0.00157,0.17,0.19,139.755,4.557116667
high,rock,permanent wave,0.556,0.864,3,-5.87,minor,0.0584,0.00958,0,0.209,0.4,105.143,3.614666667
high,rock,permanent wave,0.589,0.89,4,-3.719,minor,0.0603,0.000481,0.00082,0.201,0.692,90.598,3.331783333
high,rock,permanent wave,0.429,0.594,4,-6.251,major,0.0277,0.156,4.95E-06,0.1,0.236,150.22,4.416666667
low,rock,permanent wave,0.433,0.725,0,-7.296,major,0.0244,0.12,4.34E-05,0.225,0.376,89.059,4.356
low,rock,permanent wave,0.683,0.734,4,-4.523,minor,0.029,0.00112,0.0139,0.258,0.576,106.254,4.706666667
high,rock,permanent wave,0.513,0.396,7,-13.061,major,0.0299,0.251,0.177,0.11,0.229,140.208,2.498
low,rock,permanent wave,0.38,0.573,2,-5.334,major,0.03,0.077,2.38E-06,0.0776,0.0901,74.988,5.052216667
low,rock,permanent wave,0.538,0.581,5,-7.816,major,0.0235,0.204,5.26E-05,0.13,0.269,108.108,4.01045
high,rock,permanent wave,0.494,0.698,6,-12.049,minor,0.0553,0.0397,0.00634,0.152,0.778,95.842,3.93
low,rock,permanent wave,0.755,0.604,2,-9.84,minor,0.0454,0.183,0.0336,0.128,0.491,97.8,3.92
high,rock,permanent wave,0.7,0.742,5,-6.777,minor,0.0716,0.0722,0.0199,0.11,0.197,91.959,5.033333333
high,rock,permanent wave,0.614,0.568,7,-5.477,minor,0.0276,0.00797,0,0.0997,0.516,107.849,4.899333333
high,rock,permanent wave,0.618,0.938,9,-3.442,major,0.0456,0.0179,0,0.167,0.875,91.455,4.483333333
high,rock,permanent wave,0.671,0.373,9,-18.064,major,0.0323,0.257,7.95E-05,0.0481,0.732,92.717,4.93155
low,rock,permanent wave,0.36,0.454,4,-6.026,major,0.0311,0.219,0,0.361,0.116,71.75,4.286666667
low,rock,permanent wave,0.288,0.866,0,-4.618,major,0.0488,0.107,0,0.808,0.512,180.635,4.596
low,rock,permanent wave,0.426,0.838,0,-4.38,major,0.0362,0.0532,3.02E-06,0.0829,0.182,81.089,4.81
low,rock,permanent wave,0.33,0.905,4,-5.047,major,0.0497,0.000233,8.14E-06,0.0712,0.259,163.142,3.813333333
high,rock,permanent wave,0.276,0.715,0,-5.356,major,0.0432,0.00552,0.000417,0.201,0.173,137.028,3.846
high,rock,permanent wave,0.55,0.874,4,-4.046,major,0.0321,0.000436,1.02E-05,0.206,0.318,121.61,4.00355
high,rock,permanent wave,0.668,0.921,7,-3.727,major,0.0439,0.0492,0.00517,0.0877,0.782,120,3.540666667
high,rock,permanent wave,0.502,0.417,10,-7.665,major,0.0718,0.127,0.00419,0.106,0.218,180.301,4.684
high,rock,permanent wave,0.74,0.469,4,-7.627,minor,0.0805,0.00601,0.447,0.306,0.313,123.909,3.865333333
low,rock,permanent wave,0.412,0.92,9,-4.852,minor,0.0575,0.000456,0.0026,0.11,0.455,93.162,3.790666667
low,rock,permanent wave,0.558,0.694,0,-7.565,major,0.0454,0.128,0.000271,0.182,0.175,100.048,3.60675
low,rock,permanent wave,0.585,0.842,9,-5.883,minor,0.0556,0.00242,0.00686,0.0866,0.428,118.211,3.950666667
low,rock,permanent wave,0.598,0.568,6,-7.312,minor,0.0274,0.0113,4.90E-06,0.34,0.16,127.797,3.032183333
low,rock,permanent wave,0.589,0.684,9,-7.342,major,0.0334,0.116,0,0.0987,0.693,118.495,3.6
low,rock,permanent wave,0.366,0.963,11,-5.301,minor,0.142,0.000273,0.0122,0.115,0.211,137.114,6.10355
low,rock,permanent wave,0.408,0.164,7,-12.457,major,0.0306,0.898,0,0.126,0.275,139.775,3.605366667
high,rock,permanent wave,0.467,0.988,11,-3.313,major,0.112,0.000152,0.0484,0.28,0.321,130.435,3.673783333
low,rock,permanent wave,0.555,0.883,2,-3.426,major,0.0341,0.00114,0.041,0.868,0.507,125.02,5.278633333
low,rock,permanent wave,0.58,0.652,2,-6.031,minor,0.0466,0.0042,1.27E-06,0.301,0.408,130.011,3.051266667
low,rock,permanent wave,0.683,0.585,8,-6.76,major,0.0323,0.00819,0.0162,0.0797,0.641,115.997,3.916666667
low,rock,permanent wave,0.508,0.535,9,-5.49,minor,0.0292,0.0575,0,0.308,0.314,107.721,3.338866667
high,rock,permanent wave,0.624,0.91,0,-5.703,major,0.0297,0.0285,0.000198,0.0789,0.767,104.042,3.217516667
low,rock,permanent wave,0.467,0.774,9,-6.569,minor,0.0485,0.0616,0.289,0.108,0.0916,135.006,5.778216667
low,rock,permanent wave,0.485,0.512,9,-7.069,major,0.034,0.00826,0,0.103,0.33,145.932,3.615283333
low,rock,permanent wave,0.434,0.977,2,-4.845,major,0.0786,0.00187,0.166,0.347,0.0939,128.223,4.95
low,rock,permanent wave,0.598,0.795,0,-5.856,minor,0.0418,0.00451,1.53E-05,0.116,0.488,134.92,3.6877
high,rock,permanent wave,0.277,0.663,4,-8.821,minor,0.0377,0.000409,0.00051,0.136,0.527,104.561,3.95045
low,rock,permanent wave,0.256,0.679,9,-4.495,minor,0.0387,0.00451,0.0409,0.172,0.325,158.718,4.922883333
low,rock,permanent wave,0.353,0.635,11,-7.388,major,0.0351,0.000724,0.000231,0.226,0.146,159.925,3.51585
high,rock,permanent wave,0.309,0.912,4,-3.881,minor,0.0646,0.0014,0.000271,0.582,0.302,183.035,3.858883333
low,rock,permanent wave,0.671,0.766,2,-3.1,major,0.0378,0.00224,0.000154,0.159,0.726,104.99,3.07
low,rock,permanent wave,0.459,0.931,5,-5.024,major,0.0612,0.00126,0.00881,0.412,0.419,135.826,3.344883333
low,rock,permanent wave,0.482,0.926,7,-4.789,major,0.0549,0.00952,0,0.311,0.371,130.007,3.866216667
low,rock,permanent wave,0.506,0.93,4,-3.499,major,0.0675,0.129,0.00682,0.0931,0.305,146.994,4.957116667
low,rock,permanent wave,0.511,0.815,7,-3.14,major,0.144,0.0491,0,0.0826,0.586,154.514,3.58845
low,rock,permanent wave,0.65,0.758,8,-5.021,major,0.0507,0.000259,0.000492,0.276,0.603,100.005,4.38245
low,rock,permanent wave,0.404,0.723,6,-5.26,major,0.0571,0.0661,1.91E-06,0.233,0.225,160.048,5.449716667
low,rock,permanent wave,0.743,0.743,2,-10.117,major,0.0367,0.0511,0.233,0.0987,0.707,121.604,5.97955
low,rock,permanent wave,0.493,0.959,8,-3.613,major,0.0414,0.000386,0.118,0.254,0.703,125.04,4.3011
low,rock,permanent wave,0.557,0.826,10,-4.545,minor,0.0394,0.000692,0.188,0.0914,0.632,164.01,4.291116667
low,rock,permanent wave,0.421,0.892,7,-4.235,major,0.0564,3.33E-05,0.00331,0.141,0.398,95.866,5.992
low,rock,permanent wave,0.451,0.939,5,-2.82,minor,0.0512,0.00673,4.85E-06,0.0774,0.448,93.416,3.403333333
low,rock,permanent wave,0.42,0.691,9,-8.56,major,0.0501,0.31,0.0427,0.109,0.0383,115.326,5.028883333
low,rock,permanent wave,0.424,0.632,9,-7.243,major,0.0922,0.021,0.0117,0.0545,0.356,97.694,4.242216667
low,rock,permanent wave,0.505,0.427,5,-13.217,minor,0.0278,0.0897,0.000561,0.0802,0.477,105.816,2.930216667
low,rock,permanent wave,0.443,0.944,2,-3.557,major,0.0386,7.75E-06,0.609,0.674,0.262,109.5,3.911333333
low,rock,permanent wave,0.424,0.902,9,-6.663,major,0.089,0.0734,3.88E-06,0.327,0.654,109.529,3.94645
low,rock,permanent wave,0.36,0.475,7,-9.891,major,0.0456,0.646,0.000273,0.123,0.36,121.355,3.200883333
low,rock,permanent wave,0.461,0.692,6,-9.227,major,0.0337,0.00833,8.94E-05,0.292,0.525,172.246,3.901783333
low,rock,permanent wave,0.438,0.447,4,-11.569,major,0.102,0.32,0.00839,0.0669,0.287,89.944,5.22045
high,rock,permanent wave,0.535,0.948,6,-4.19,minor,0.0356,0.00225,0,0.376,0.778,103.183,2.894666667
low,rock,permanent wave,0.37,0.959,3,-4.209,major,0.0983,0.000962,0,0.313,0.567,117.221,3.828883333
low,rock,permanent wave,0.639,0.929,0,-4.762,major,0.212,0.00326,0.0501,0.242,0.688,103.758,3.57845
low,rock,permanent wave,0.59,0.685,0,-5.216,major,0.0282,6.58E-05,3.08E-05,0.165,0.425,112.411,3.777783333
high,rock,permanent wave,0.485,0.619,5,-7.115,minor,0.0289,0.0941,3.31E-06,0.109,0.416,138.017,4.03955
low,rock,permanent wave,0.457,0.93,2,-4.544,minor,0.0673,0.0309,6.27E-05,0.135,0.294,139.819,5.155116667
low,rock,permanent wave,0.236,0.823,4,-7.165,major,0.0863,0.699,0.643,0.364,0.259,175.38,4.080216667
high,rock,permanent wave,0.446,0.239,0,-13.945,major,0.0316,0.551,4.10E-06,0.0697,0.298,189.507,5.60755
low,rock,permanent wave,0.242,0.859,0,-8.4,major,0.0663,0.056,0.116,0.38,0.671,96.929,4.607116667
low,rock,permanent wave,0.166,0.831,9,-8.469,major,0.0894,0.000606,0.846,0.811,0.281,167.518,4.49645
low,rock,permanent wave,0.605,0.846,2,-7.755,major,0.0337,6.00E-04,0.886,0.0526,0.952,124.247,2.942216667
low,rock,permanent wave,0.279,0.49,5,-7.67,minor,0.0371,0.000849,0.0602,0.433,0.389,138.823,6.358
low,rock,permanent wave,0.422,0.819,2,-7.698,major,0.051,0.000484,0.0412,0.185,0.598,139.784,4.330216667
low,rock,permanent wave,0.365,0.466,2,-7.514,major,0.0418,0.161,6.68E-06,0.106,0.487,95.163,4.187783333
low,rock,permanent wave,0.539,0.938,11,-10.069,minor,0.0481,0.00282,0.00355,0.379,0.286,129.622,4.490666667
low,rock,permanent wave,0.374,0.295,2,-8.281,minor,0.0317,0.108,0.0141,0.0983,0.126,93.371,5.221783333
low,rock,permanent wave,0.297,0.709,2,-7.417,major,0.0602,0.00239,0.297,0.149,0.28,151.805,6.8453
low,rock,permanent wave,0.449,0.33,9,-12.452,minor,0.0338,0.0118,0.186,0.0898,0.113,124.489,6.090666667
low,rock,permanent wave,0.505,0.833,0,-4.632,major,0.0475,0.00772,7.90E-05,0.069,0.565,130.121,3.738883333
low,rock,permanent wave,0.481,0.634,10,-8.428,minor,0.318,0.111,5.32E-06,0.3,0.675,151.236,2.638
low,rock,permanent wave,0.172,0.655,11,-7.476,minor,0.042,0.0971,0.128,0.195,0.221,78.653,4.753333333
low,rock,permanent wave,0.552,0.399,9,-8.455,minor,0.0477,0.417,0.571,0.47,0.433,114.652,3.2616
low,rock,permanent wave,0.336,0.618,10,-8.837,major,0.0289,0.00114,0.79,0.114,0.303,93.788,2.681333333
low,rock,permanent wave,0.566,0.412,2,-9.218,major,0.0291,0.0918,8.04E-05,0.0872,0.184,114.914,4.808883333
low,rock,permanent wave,0.379,0.396,10,-9.274,minor,0.0276,0.843,0.000897,0.121,0.45,130.709,3.95755
low,rock,permanent wave,0.359,0.779,7,-7.52,major,0.0412,0.0057,0.837,0.379,0.582,86.951,3.936883333
low,rock,permanent wave,0.291,0.767,7,-6.913,minor,0.0862,0.000401,0.0119,0.0763,0.358,175.699,3.913333333
low,rock,permanent wave,0.66,0.695,9,-6.896,minor,0.029,0.0466,0.145,0.0854,0.506,129.972,6.373116667
low,rock,permanent wave,0.43,0.37,0,-11.11,minor,0.0266,0.226,0.118,0.23,0.221,65.74,3.08445
low,rock,permanent wave,0.719,0.261,10,-13.271,minor,0.121,0.746,8.50E-05,0.104,0.453,104.862,3.917333333
low,rock,permanent wave,0.329,0.177,9,-14.42,major,0.0422,0.92,0.0327,0.0756,0.109,82.701,6.63445
low,rock,permanent wave,0.554,0.907,8,-9.543,major,0.0829,0.00551,0.00491,0.116,0.332,126.953,7.494666667
low,rock,permanent wave,0.527,0.871,4,-8.708,major,0.0354,0.0229,0.155,0.419,0.107,120.722,3.142666667
low,rock,permanent wave,0.55,0.706,9,-13.069,major,0.0573,0.411,0.146,0.788,0.88,131.077,3.172216667
low,rock,permanent wave,0.786,0.357,4,-15.838,minor,0.0472,0.416,0.00119,0.0756,0.712,88.969,2.95845
low,rock,permanent wave,0.691,0.689,1,-8.441,major,0.208,0.0113,0.00143,0.217,0.171,143.039,3.270266667
low,rock,permanent wave,0.418,0.571,3,-9.139,major,0.0367,0.0398,0.487,0.106,0.516,189.957,4.31855
low,rock,permanent wave,0.522,0.938,1,-5.484,minor,0.0367,9.43E-06,0.687,0.11,0.939,120.008,3.4702
low,rock,permanent wave,0.555,0.44,9,-11.495,minor,0.0354,0.123,0.713,0.0854,0.746,137.738,7.291766667
low,rock,permanent wave,0.598,0.432,3,-11.213,major,0.035,0.455,0,0.132,0.533,87.9,3.732216667
low,rock,permanent wave,0.206,0.4,11,-9.813,minor,0.0324,0.053,0.638,0.111,0.196,133.442,4.31355
